STATE/UT NAME,AC NO.,AC NAME,CANDIDATE NAME,GENDER,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,OVER VALID VOTES + NOTA,OVER TOTAL ELECTORS,TOTAL ELECTORS
Tamil Nadu,60,PAPPIREDDIPATTI,7 Murugan. S,MALE,53,GENERAL,IND,Bead necklace,326,1,327,0.14,0.13,257016
Tamil Nadu,60,PAPPIREDDIPATTI,8 Palaniappan. R,MALE,49,GENERAL,IND,Diamond,309,6,315,0.13,0.12,257016
Tamil Nadu,60,PAPPIREDDIPATTI,9 Moorthi. P,MALE,56,GENERAL,IND,Door bell,301,1,302,0.13,0.12,257016
Tamil Nadu,60,PAPPIREDDIPATTI,10 Chennakrishnan. V,MALE,53,GENERAL,AIPTMMK,Coconut farm,238,5,243,0.1,0.09,257016
Tamil Nadu,60,PAPPIREDDIPATTI,11 Jamunarani. M,FEMALE,49,GENERAL,NADLMMKLK,Pen nib with seven rays,186,1,187,0.08,0.07,257016
Tamil Nadu,60,PAPPIREDDIPATTI,12 Tamilraj. K,MALE,49,GENERAL,IND,Gas cylinder,143,3,146,0.06,0.06,257016
Tamil Nadu,60,PAPPIREDDIPATTI,13 Poovarasu,MALE,39,GENERAL,TMK,Well,121,0,121,0.05,0.05,257016
Tamil Nadu,60,PAPPIREDDIPATTI,14 Chinnasamy. P,MALE,37,GENERAL,IND,Bucket,78,0,78,0.03,0.03,257016
Tamil Nadu,60,PAPPIREDDIPATTI,15 Sathish. S,MALE,37,GENERAL,IND,Batsman,75,1,76,0.03,0.03,257016
TURN OUT,,,,,,TOTAL:,,,231851,4770,236621,-,92.06,
Tamil Nadu,61,HARUR (SC),1 Sampathkumar. V,MALE,52,SC,ADMK,Two leaves,74063,1460,75523,34.32,30.7,245971
Tamil Nadu,61,HARUR (SC),2 Shanmugam. A,MALE,62,SC,DMK,Rising sun,70263,1931,72194,32.81,29.35,245971
Tamil Nadu,61,HARUR (SC),3 Rakesh. K,MALE,40,SC,TVK,Whistle,61685,1071,62756,28.52,25.51,245971
Tamil Nadu,61,HARUR (SC),4 Anitha. A,FEMALE,45,SC,NTK,Farmer Carrying Plough,5055,190,5245,2.38,2.13,245971
Tamil Nadu,61,HARUR (SC),6 Nehru. G,MALE,51,SC,BSP,Elephant,690,6,696,0.32,0.28,245971
Tamil Nadu,61,HARUR (SC),7 Marikannu. C,MALE,47,SC,RPPRINAT,Ganna kisan,622,30,652,0.3,0.27,245971
Tamil Nadu,61,HARUR (SC),8 Karuthammal. S,FEMALE,31,SC,NADLMMKLK,Pen nib with seven rays,481,6,487,0.22,0.2,245971
Tamil Nadu,61,HARUR (SC),9 Parthipan. P,MALE,57,SC,IND,Gas cylinder,444,1,445,0.2,0.18,245971
Tamil Nadu,61,HARUR (SC),10 Thangavel. K,MALE,50,SC,IND,Telephone,437,4,441,0.2,0.18,245971
Tamil Nadu,61,HARUR (SC),11 Sampath. C,MALE,57,SC,IND,Jackfruit,215,2,217,0.1,0.09,245971
Tamil Nadu,61,HARUR (SC),12 Manila. S,FEMALE,42,SC,tavk,Camera,209,4,213,0.1,0.09,245971
Tamil Nadu,61,HARUR (SC),13 Venkatesh (a) Dr. V.k. Swamy,MALE,45,SC,BHRTJNCKP,Stethoscope,158,3,161,0.07,0.07,245971
Tamil Nadu,61,HARUR (SC),14 Kuppuraj. K,MALE,48,SC,TMK,Well,119,1,120,0.05,0.05,245971
Tamil Nadu,61,HARUR (SC),15 Sampath. K,MALE,67,SC,IND,Cauliflower,107,3,110,0.05,0.04,245971
TURN OUT,,,,,,TOTAL:,,,215306,4736,220042,-,89.46,
Tamil Nadu,62,CHENGAM (SC),1 S.velu,MALE,53,SC,ADMK,Two leaves,86953,849,87802,36.15,32.59,269423
Tamil Nadu,62,CHENGAM (SC),2 K Bharathidhasan,MALE,46,SC,TVK,Whistle,73985,539,74524,30.68,27.66,269423
Tamil Nadu,62,CHENGAM (SC),3 M.p.giri,MALE,51,SC,DMK,Rising sun,69497,849,70346,28.96,26.11,269423
Tamil Nadu,62,CHENGAM (SC),4 J.shoba,FEMALE,31,SC,NTK,Farmer Carrying Plough,6249,86,6335,2.61,2.35,269423
Tamil Nadu,62,CHENGAM (SC),6 C Selvan,MALE,46,SC,RPPRINAT,Ganna kisan,871,24,895,0.37,0.33,269423
Tamil Nadu,62,CHENGAM (SC),7 A.bharathi,MALE,34,SC,IND,Tea filter,399,1,400,0.16,0.15,269423
Tamil Nadu,62,CHENGAM (SC),8 K.velu,MALE,35,SC,IND,Binoculars,393,1,394,0.16,0.15,269423
Tamil Nadu,62,CHENGAM (SC),9 A Poongodi,FEMALE,35,SC,IND,Bricks,197,0,197,0.08,0.07,269423
Tamil Nadu,62,CHENGAM (SC),10 A.chidambaram,MALE,42,SC,IND,Sitar,172,1,173,0.07,0.06,269423
Tamil Nadu,62,CHENGAM (SC),11 M.raman Masilamani,MALE,63,SC,IND,Room cooler,156,0,156,0.06,0.06,269423
Tamil Nadu,62,CHENGAM (SC),12 K Manikandan,MALE,30,SC,MSKK,T.V. Remote,149,0,149,0.06,0.06,269423
Tamil Nadu,62,CHENGAM (SC),13 M.mugilarasan,MALE,33,SC,IND,Rubber stamp,133,4,137,0.06,0.05,269423
Tamil Nadu,62,CHENGAM (SC),14 P.selvam,MALE,47,SC,IND,Gas cylinder,93,27,120,0.05,0.04,269423
Tamil Nadu,62,CHENGAM (SC),15 C.malathi,FEMALE,39,SC,tavk,Camera,82,2,84,0.03,0.03,269423
Tamil Nadu,62,CHENGAM (SC),16 D Dhilipkumar,MALE,28,SC,IND,Scissors,58,13,71,0.03,0.03,269423
TURN OUT,,,,,,TOTAL:,,,240490,2407,242897,-,90.15,
Tamil Nadu,63,TIRUVANNAMALAI,1 Velu. E.v,MALE,76,GENERAL,DMK,Rising sun,87271,1002,88273,40.11,35.31,250026
Tamil Nadu,63,TIRUVANNAMALAI,2 Arul Arumugam,MALE,43,GENERAL,TVK,Whistle,85172,646,85818,39,34.32,250026
Tamil Nadu,63,TIRUVANNAMALAI,3 Elumalai. C,MALE,67,GENERAL,BJP,Lotus,33809,471,34280,15.58,13.71,250026
Tamil Nadu,63,TIRUVANNAMALAI,4 Vignesh. S,MALE,33,GENERAL,NTK,Farmer Carrying Plough,5930,81,6011,2.73,2.4,250026
Tamil Nadu,63,TIRUVANNAMALAI,6 Benny Rajan. C.j,MALE,47,GENERAL,RPPRINAT,Ganna kisan,611,16,627,0.28,0.25,250026
Tamil Nadu,63,TIRUVANNAMALAI,7 Salam .m,MALE,71,GENERAL,IND,Diamond,474,0,474,0.22,0.19,250026
Tamil Nadu,63,TIRUVANNAMALAI,8 Elumalai. A S/o Arumugam,MALE,65,GENERAL,IND,Electric pole,356,0,356,0.16,0.14,250026
Tamil Nadu,63,TIRUVANNAMALAI,9 Arul. K,MALE,39,GENERAL,IND,Tea filter,323,2,325,0.15,0.13,250026
Tamil Nadu,63,TIRUVANNAMALAI,10 Kothandapani. B,MALE,48,SC,IND,Scissors,284,0,284,0.13,0.11,250026
Tamil Nadu,63,TIRUVANNAMALAI,11 Raj. S,MALE,52,SC,BSP,Elephant,281,0,281,0.13,0.11,250026
Tamil Nadu,63,TIRUVANNAMALAI,12 Vijayakumar. S,MALE,46,GENERAL,NADLMMKLK,Pen nib with seven rays,276,1,277,0.13,0.11,250026
Tamil Nadu,63,TIRUVANNAMALAI,13 Kannan. P,MALE,49,GENERAL,VTVTK,Pestle and mortar,256,0,256,0.12,0.1,250026
Tamil Nadu,63,TIRUVANNAMALAI,14 Palani. N,MALE,58,GENERAL,IND,Television,219,0,219,0.1,0.09,250026
Tamil Nadu,63,TIRUVANNAMALAI,15 Ananth. A. M,MALE,47,SC,IND,Dish antenna,212,0,212,0.1,0.08,250026
Tamil Nadu,63,TIRUVANNAMALAI,16 Adhithya Palanisamy. A,MALE,40,GENERAL,IND,Helmet,188,0,188,0.09,0.08,250026
Tamil Nadu,63,TIRUVANNAMALAI,17 Arul Anand. V,MALE,48,GENERAL,IND,Kettle,168,1,169,0.08,0.07,250026
Tamil Nadu,63,TIRUVANNAMALAI,18 Nakkiran. A,MALE,51,GENERAL,TPMK,Drill machine,134,1,135,0.06,0.05,250026
Tamil Nadu,63,TIRUVANNAMALAI,19 Elumalai. C S/o Chinnakuzhanthai,MALE,54,GENERAL,IND,Cauliflower,130,0,130,0.06,0.05,250026
Tamil Nadu,63,TIRUVANNAMALAI,20 Ramesh. V,MALE,61,GENERAL,IND,Pressure cooker,129,0,129,0.06,0.05,250026
Tamil Nadu,63,TIRUVANNAMALAI,21 Malli. S,FEMALE,30,GENERAL,tavk,Camera,121,1,122,0.06,0.05,250026
Tamil Nadu,63,TIRUVANNAMALAI,22 Vignesh. M,MALE,34,GENERAL,IND,Immersion rod,93,0,93,0.04,0.04,250026
Tamil Nadu,63,TIRUVANNAMALAI,23 Raja. V,MALE,50,SC,IND,Coconut farm,90,1,91,0.04,0.04,250026
Tamil Nadu,63,TIRUVANNAMALAI,24 Elumalai. C S/o Chinnarasu,MALE,41,GENERAL,IND,Frock,87,0,87,0.04,0.03,250026
Tamil Nadu,63,TIRUVANNAMALAI,25 Velu. V,MALE,39,GENERAL,ACDP,Jackfruit,80,1,81,0.04,0.03,250026
Tamil Nadu,63,TIRUVANNAMALAI,26 Maheswari. R,FEMALE,50,GENERAL,IND,Chess board,76,1,77,0.03,0.03,250026
Tamil Nadu,63,TIRUVANNAMALAI,27 Venkatesan. M,MALE,43,SC,IND,Brush,66,0,66,0.03,0.03,250026
Tamil Nadu,63,TIRUVANNAMALAI,28 Marikkannu. E,MALE,33,ST,IND,Funnel,61,0,61,0.03,0.02,250026
Tamil Nadu,63,TIRUVANNAMALAI,29 Anbalagan. M,MALE,63,GENERAL,IND,Belt,58,1,59,0.03,0.02,250026
Tamil Nadu,63,TIRUVANNAMALAI,30 Velu. K,MALE,42,GENERAL,IND,Bench,57,1,58,0.03,0.02,250026
Tamil Nadu,63,TIRUVANNAMALAI,31 Moorthy. P,MALE,42,GENERAL,IND,Bat,42,0,42,0.02,0.02,250026
TURN OUT,,,,,,TOTAL:,,,217812,2254,220066,-,88.02,
Tamil Nadu,64,KILPENNATHUR,1 Ramachandran.s,MALE,65,GENERAL,ADMK,Two leaves,89434,1069,90503,41.18,37.52,241209
Tamil Nadu,64,KILPENNATHUR,2 Pitchandi.k,MALE,71,GENERAL,DMK,Rising sun,59157,881,60038,27.32,24.89,241209
Tamil Nadu,64,KILPENNATHUR,3 Raja.d,MALE,33,GENERAL,TVK,Whistle,58767,363,59130,26.9,24.51,241209
Tamil Nadu,64,KILPENNATHUR,4 Loganathan.v,MALE,40,GENERAL,NTK,Farmer Carrying Plough,6092,92,6184,2.81,2.56,241209
Tamil Nadu,64,KILPENNATHUR,5 Pichandi.r,MALE,55,GENERAL,IND,Carrom board,603,1,604,0.27,0.25,241209
Tamil Nadu,64,KILPENNATHUR,6 Pichandi.d,MALE,61,GENERAL,IND,Bread,533,0,533,0.24,0.22,241209
Tamil Nadu,64,KILPENNATHUR,8 Pichandi.v,MALE,60,GENERAL,IND,Tiller,302,0,302,0.14,0.13,241209
Tamil Nadu,64,KILPENNATHUR,9 Rajasekar.p,MALE,41,GENERAL,tavk,Camera,294,1,295,0.13,0.12,241209
Tamil Nadu,64,KILPENNATHUR,10 Dhilipkumar.d,MALE,28,SC,IND,Scissors,257,3,260,0.12,0.11,241209
Tamil Nadu,64,KILPENNATHUR,11 Janakiraman.r,MALE,61,GENERAL,AJPK,Gas cylinder,226,2,228,0.1,0.09,241209
Tamil Nadu,64,KILPENNATHUR,12 Rajkumar.r,MALE,38,GENERAL,IND,Diamond,179,0,179,0.08,0.07,241209
Tamil Nadu,64,KILPENNATHUR,13 Shanmugam.a,MALE,58,GENERAL,TPMK,Drill machine,164,1,165,0.08,0.07,241209
Tamil Nadu,64,KILPENNATHUR,14 Sampathraj.m,MALE,46,GENERAL,IND,Capsicum,151,4,155,0.07,0.06,241209
Tamil Nadu,64,KILPENNATHUR,15 Suryaprakash.s,MALE,34,GENERAL,IND,Tennis racket & ball,144,2,146,0.07,0.06,241209
Tamil Nadu,64,KILPENNATHUR,16 Rajasekar.i,MALE,34,GENERAL,IND,Road roller,143,0,143,0.07,0.06,241209
Tamil Nadu,64,KILPENNATHUR,17 Lokeshwaran.r,MALE,27,GENERAL,ACDP,Water melon,129,1,130,0.06,0.05,241209
Tamil Nadu,64,KILPENNATHUR,18 Santhoshkumar.e,MALE,35,SC,IND,Cot,75,1,76,0.03,0.03,241209
Tamil Nadu,64,KILPENNATHUR,19 Ramachandran.k,MALE,47,GENERAL,IND,Cauliflower,56,9,65,0.03,0.03,241209
Tamil Nadu,64,KILPENNATHUR,20 Sasikumar.s,MALE,49,GENERAL,IND,Balloon,52,10,62,0.03,0.03,241209
Tamil Nadu,64,KILPENNATHUR,21 Murugan.m,MALE,53,GENERAL,IND,T.V. Remote,47,0,47,0.02,0.02,241209
Tamil Nadu,64,KILPENNATHUR,22 Athiyamaan.m,MALE,33,GENERAL,IND,Batsman,44,1,45,0.02,0.02,241209
Tamil Nadu,64,KILPENNATHUR,23 Ramachandran.k,MALE,55,GENERAL,IND,Gas Stove,33,0,33,0.02,0.01,241209
Tamil Nadu,64,KILPENNATHUR,24 Ramachandiran.r,MALE,35,SC,IND,Cake,27,0,27,0.01,0.01,241209
TURN OUT,,,,,,TOTAL:,,,217343,2447,219790,-,91.12,
Tamil Nadu,65,KALASAPAKKAM,1 Agri Krishnamurthy. S S,MALE,66,GENERAL,ADMK,Two leaves,88576,1053,89629,41.86,38.37,233595
Tamil Nadu,65,KALASAPAKKAM,2 Saravanan. P.s.t,MALE,57,GENERAL,DMK,Rising sun,62130,759,62889,29.37,26.92,233595
Tamil Nadu,65,KALASAPAKKAM,3 Elumalai. P,MALE,34,GENERAL,TVK,Whistle,51091,575,51666,24.13,22.12,233595
Tamil Nadu,65,KALASAPAKKAM,4 Seetha Sivanandam. P,FEMALE,36,GENERAL,NTK,Farmer Carrying Plough,5173,139,5312,2.48,2.27,233595
Tamil Nadu,65,KALASAPAKKAM,5 Santhakumaran. A,MALE,44,ST,IND,Cot,686,11,697,0.33,0.3,233595
Tamil Nadu,65,KALASAPAKKAM,6 Deiveegan. P,MALE,50,GENERAL,IND,Almirah,654,0,654,0.31,0.28,233595
Tamil Nadu,65,KALASAPAKKAM,7 Krishnamurthy. R,MALE,63,GENERAL,IND,Peas,575,1,576,0.27,0.25,233595
Tamil Nadu,65,KALASAPAKKAM,8 Balaji. P,MALE,53,GENERAL,IND,Water tank,433,0,433,0.2,0.19,233595
Tamil Nadu,65,KALASAPAKKAM,10 Saravanan. K,MALE,42,GENERAL,IND,Air conditioner,404,1,405,0.19,0.17,233595
Tamil Nadu,65,KALASAPAKKAM,11 Sathya. V,FEMALE,35,GENERAL,NADLMMKLK,Pen nib with seven rays,242,3,245,0.11,0.1,233595
Tamil Nadu,65,KALASAPAKKAM,12 Kamaraj. G,MALE,46,GENERAL,IND,Pressure cooker,184,14,198,0.09,0.08,233595
Tamil Nadu,65,KALASAPAKKAM,13 Kothandapani. B,MALE,48,SC,IND,Scissors,173,2,175,0.08,0.07,233595
Tamil Nadu,65,KALASAPAKKAM,14 Raja. N,MALE,52,GENERAL,IND,Lady finger,152,4,156,0.07,0.07,233595
Tamil Nadu,65,KALASAPAKKAM,15 Manikandan. K,MALE,29,GENERAL,IND,Jackfruit,145,2,147,0.07,0.06,233595
Tamil Nadu,65,KALASAPAKKAM,16 Krishnamurthy. M,MALE,54,GENERAL,IND,Peanuts,105,0,105,0.05,0.04,233595
Tamil Nadu,65,KALASAPAKKAM,17 Saravanan. V,MALE,39,SC,tavk,Camera,91,11,102,0.05,0.04,233595
Tamil Nadu,65,KALASAPAKKAM,18 Suman. M,MALE,43,GENERAL,AJPK,Gas cylinder,87,4,91,0.04,0.04,233595
Tamil Nadu,65,KALASAPAKKAM,19 Baskaran. R,MALE,52,GENERAL,IND,Well,75,0,75,0.04,0.03,233595
Tamil Nadu,65,KALASAPAKKAM,20 Krishnamurthy. S,MALE,56,GENERAL,IND,Noodles bowl,60,6,66,0.03,0.03,233595
Tamil Nadu,65,KALASAPAKKAM,21 Elumalai. S,MALE,46,GENERAL,IND,Electric pole,45,1,46,0.02,0.02,233595
Tamil Nadu,65,KALASAPAKKAM,22 Elumalai. T,MALE,61,GENERAL,IND,Bucket,37,0,37,0.02,0.02,233595
TURN OUT,,,,,,TOTAL:,,,211528,2599,214127,-,91.67,
Tamil Nadu,66,POLUR,1 Abishek. R,MALE,30,GENERAL,TVK,Whistle,67203,758,67961,32.1,28.91,235091
Tamil Nadu,66,POLUR,2 Saravanan. P,MALE,51,GENERAL,DMDK,Nagara,66907,827,67734,31.99,28.81,235091
Tamil Nadu,66,POLUR,3 Baskaran. C. R,MALE,64,GENERAL,PMK,Mango,60516,928,61444,29.02,26.14,235091
Tamil Nadu,66,POLUR,4 Umadevi. A,FEMALE,42,GENERAL,NTK,Farmer Carrying Plough,6270,155,6425,3.03,2.73,235091
Tamil Nadu,66,POLUR,5 Purusothaman. M,MALE,43,GENERAL,IND,Television,1674,0,1674,0.79,0.71,235091
Tamil Nadu,66,POLUR,6 Dhavamani. P,MALE,56,GENERAL,ACDP,Jackfruit,1322,6,1328,0.63,0.56,235091
Tamil Nadu,66,POLUR,7 Shanmugavelu. A,MALE,49,GENERAL,VTVTK,Pestle and mortar,962,8,970,0.46,0.41,235091
Tamil Nadu,66,POLUR,8 Baskaran. C,MALE,50,GENERAL,IND,Water melon,905,3,908,0.43,0.39,235091
Tamil Nadu,66,POLUR,9 Banupriya. D,FEMALE,43,SC,RPPRINAT,Ganna kisan,847,22,869,0.41,0.37,235091
Tamil Nadu,66,POLUR,11 Subha. A,FEMALE,40,GENERAL,IND,Diamond,422,3,425,0.2,0.18,235091
Tamil Nadu,66,POLUR,12 Saravanan. P,MALE,48,GENERAL,IND,Noodles bowl,327,22,349,0.16,0.15,235091
Tamil Nadu,66,POLUR,13 Manikandan. R,MALE,38,GENERAL,AJPK,Gas cylinder,317,2,319,0.15,0.14,235091
Tamil Nadu,66,POLUR,14 Syed Mukram. R. N,MALE,39,GENERAL,tavk,Camera,244,7,251,0.12,0.11,235091
Tamil Nadu,66,POLUR,15 Ezhil Arasu. M M.a. L.l.m.,MALE,42,GENERAL,IND,Scissors,143,7,150,0.07,0.06,235091
Tamil Nadu,66,POLUR,16 Saravanan. M,MALE,40,GENERAL,IND,Pan,135,3,138,0.07,0.06,235091
TURN OUT,,,,,,TOTAL:,,,208975,2768,211743,-,90.07,
Tamil Nadu,67,ARANI,1 Jayasudha. L,FEMALE,51,GENERAL,ADMK,Two leaves,75881,854,76735,33.34,29.92,256474
Tamil Nadu,67,ARANI,2 Mahalakshmi Govarthanan,FEMALE,44,GENERAL,DMK,Rising sun,70213,891,71104,30.89,27.72,256474
Tamil Nadu,67,ARANI,3 Venkatesh Kumar. D,MALE,49,GENERAL,TVK,Whistle,70191,666,70857,30.79,27.63,256474
Tamil Nadu,67,ARANI,4 Dhavamani. R,FEMALE,34,GENERAL,NTK,Farmer Carrying Plough,6722,166,6888,2.99,2.69,256474
Tamil Nadu,67,ARANI,6 Baskaran. S,MALE,47,GENERAL,IND,Envelope,423,1,424,0.18,0.17,256474
Tamil Nadu,67,ARANI,7 Dhamotharan. M,MALE,44,GENERAL,IND,Peas,387,0,387,0.17,0.15,256474
Tamil Nadu,67,ARANI,8 Mahalakshmi. G,FEMALE,37,GENERAL,IND,Battery Torch,357,2,359,0.16,0.14,256474
Tamil Nadu,67,ARANI,9 Ganapathy. S,MALE,34,GENERAL,TPMK,Drill machine,355,3,358,0.16,0.14,256474
Tamil Nadu,67,ARANI,10 Kalaimani. V,MALE,45,GENERAL,AJPK,Gas cylinder,288,4,292,0.13,0.11,256474
Tamil Nadu,67,ARANI,11 Sudha. S,FEMALE,41,GENERAL,IND,Pressure cooker,257,0,257,0.11,0.1,256474
Tamil Nadu,67,ARANI,12 Saravanan. S,MALE,52,GENERAL,IND,Sitar,228,1,229,0.1,0.09,256474
Tamil Nadu,67,ARANI,13 Silambarasan. C,MALE,36,SC,IND,Electric pole,202,0,202,0.09,0.08,256474
Tamil Nadu,67,ARANI,14 Sakthivel. S,MALE,38,GENERAL,IND,Petrol pump,171,13,184,0.08,0.07,256474
Tamil Nadu,67,ARANI,15 Sethurama Sasthri. G,MALE,46,SC,IND,Bucket,178,0,178,0.08,0.07,256474
Tamil Nadu,67,ARANI,16 Tamilmannan. D,MALE,65,GENERAL,SMKNK,Walking stick,164,0,164,0.07,0.06,256474
Tamil Nadu,67,ARANI,17 Ekambaram. V,MALE,47,GENERAL,IND,CCTV Camera,122,32,154,0.07,0.06,256474
Tamil Nadu,67,ARANI,18 Suresh. S,MALE,36,GENERAL,tavk,Camera,131,12,143,0.06,0.06,256474
Tamil Nadu,67,ARANI,19 Mahalakshmi. G,FEMALE,33,GENERAL,IND,Capsicum,115,2,117,0.05,0.05,256474
Tamil Nadu,67,ARANI,20 Ammu. V,FEMALE,52,SC,IND,Scissors,100,4,104,0.05,0.04,256474
Tamil Nadu,67,ARANI,21 Jayanthi. M,FEMALE,52,GENERAL,IND,Lady finger,89,1,90,0.04,0.04,256474
Tamil Nadu,67,ARANI,22 Selvakotti. E,MALE,46,GENERAL,VTVTK,Pestle and mortar,68,0,68,0.03,0.03,256474
Tamil Nadu,67,ARANI,23 Jayanthi. E,FEMALE,44,GENERAL,IND,Tiller,59,1,60,0.03,0.02,256474
Tamil Nadu,67,ARANI,24 Venkatesan. P,MALE,42,SC,IND,Pan,53,0,53,0.02,0.02,256474
Tamil Nadu,67,ARANI,25 Vinoth. A,MALE,33,GENERAL,IND,Grapes,47,1,48,0.02,0.02,256474
TURN OUT,,,,,,TOTAL:,,,227495,2667,230162,-,89.74,
Tamil Nadu,68,CHEYYAR,1 Mukkur N. Subramanian,MALE,67,GENERAL,ADMK,Two leaves,85939,741,86680,38.95,36.12,240008
Tamil Nadu,68,CHEYYAR,2 Dusi K Mohan,MALE,68,GENERAL,TVK,Whistle,65217,382,65599,29.47,27.33,240008
Tamil Nadu,68,CHEYYAR,3 Jothi. O,MALE,55,GENERAL,DMK,Rising sun,59231,663,59894,26.91,24.96,240008
Tamil Nadu,68,CHEYYAR,4 Tamilselvan. M,MALE,25,GENERAL,NTK,Farmer Carrying Plough,6941,102,7043,3.16,2.93,240008
Tamil Nadu,68,CHEYYAR,6 Kuttimani. S,MALE,41,GENERAL,VTVTK,Pestle and mortar,397,4,401,0.18,0.17,240008
Tamil Nadu,68,CHEYYAR,7 Mohan. R,MALE,30,GENERAL,IND,Carrom board,394,0,394,0.18,0.16,240008
Tamil Nadu,68,CHEYYAR,8 Durugan. M,MALE,58,SC,VBA,Diamond,333,1,334,0.15,0.14,240008
Tamil Nadu,68,CHEYYAR,9 Arjunan. M,MALE,50,SC,IND,Scissors,320,0,320,0.14,0.13,240008
Tamil Nadu,68,CHEYYAR,10 Srinivasan. K,MALE,46,GENERAL,AJPK,Gas cylinder,257,2,259,0.12,0.11,240008
Tamil Nadu,68,CHEYYAR,11 Venkatesan. V,MALE,70,GENERAL,ANSMK,Tooth brush,224,0,224,0.1,0.09,240008
Tamil Nadu,68,CHEYYAR,12 Palani. M,MALE,41,GENERAL,tavk,Camera,159,23,182,0.08,0.08,240008
Tamil Nadu,68,CHEYYAR,13 Ragupathi. S,MALE,58,GENERAL,ACDP,Water melon,124,21,145,0.07,0.06,240008
Tamil Nadu,68,CHEYYAR,14 Chandrasekaran. M,MALE,48,GENERAL,AIJYMKG,Mixee,143,2,145,0.07,0.06,240008
TURN OUT,,,,,,TOTAL:,,,220618,1952,222570,-,92.73,
Tamil Nadu,69,VANDAVASI (SC),1 Ambethkumar. S,MALE,49,SC,DMK,Rising sun,63011,794,63805,33.37,29.87,213574
Tamil Nadu,69,VANDAVASI (SC),2 Rani. P,FEMALE,54,SC,ADMK,Two leaves,59842,630,60472,31.63,28.31,213574
Tamil Nadu,69,VANDAVASI (SC),3 Udhayakumar. M,MALE,32,SC,TVK,Whistle,57810,364,58174,30.43,27.24,213574
Tamil Nadu,69,VANDAVASI (SC),4 Ganesh. R,MALE,42,SC,NTK,Farmer Carrying Plough,5422,73,5495,2.87,2.57,213574
Tamil Nadu,69,VANDAVASI (SC),6 Rani. A,FEMALE,53,SC,IND,Peas,672,2,674,0.35,0.32,213574
Tamil Nadu,69,VANDAVASI (SC),7 Jaisankar. M,MALE,43,SC,IND,Pressure cooker,330,1,331,0.17,0.15,213574
Tamil Nadu,69,VANDAVASI (SC),8 Ponnambalam. P,MALE,56,SC,IND,Gas Stove,262,0,262,0.14,0.12,213574
Tamil Nadu,69,VANDAVASI (SC),9 Thamarai Selvi. S,FEMALE,38,SC,tavk,Camera,248,4,252,0.13,0.12,213574
Tamil Nadu,69,VANDAVASI (SC),10 Udhayakumar. N,MALE,36,SC,IND,Tooth brush,160,27,187,0.1,0.09,213574
Tamil Nadu,69,VANDAVASI (SC),11 Muthuperumal. K,MALE,33,SC,AJPK,Gas cylinder,121,3,124,0.06,0.06,213574
Tamil Nadu,69,VANDAVASI (SC),12 Kanniyappan. S,MALE,56,SC,IND,Saw,117,4,121,0.06,0.06,213574
Tamil Nadu,69,VANDAVASI (SC),13 Muthuselvam. V,MALE,38,SC,ACDP,Tiller,112,1,113,0.06,0.05,213574
Tamil Nadu,69,VANDAVASI (SC),14 Ambedkar. T,MALE,26,SC,IND,Carrom board,65,39,104,0.05,0.05,213574
Tamil Nadu,69,VANDAVASI (SC),15 Rakesh Sharma. R,MALE,37,SC,TK,Matchbox,61,0,61,0.03,0.03,213574
Tamil Nadu,69,VANDAVASI (SC),16 Arjunan. M,MALE,50,SC,IND,Scissors,41,0,41,0.02,0.02,213574
TURN OUT,,,,,,TOTAL:,,,189255,1949,191204,-,89.53,
Tamil Nadu,70,GINGEE,1 Ganeshkumar A,MALE,41,GENERAL,PMK,Mango,77324,877,78201,36.1,32.18,242992
Tamil Nadu,70,GINGEE,2 Gingee Masthan K S,MALE,70,GENERAL,DMK,Rising sun,64795,761,65556,30.26,26.98,242992
Tamil Nadu,70,GINGEE,3 Chandrasekaran B,MALE,41,GENERAL,TVK,Whistle,61209,400,61609,28.44,25.35,242992
Tamil Nadu,70,GINGEE,4 Advocate Krishnan E,MALE,36,GENERAL,NTK,Farmer Carrying Plough,6296,75,6371,2.94,2.62,242992
Tamil Nadu,70,GINGEE,6 Ramesh R,MALE,30,GENERAL,IND,Ship,483,0,483,0.22,0.2,242992
Tamil Nadu,70,GINGEE,7 Munusamy A,MALE,65,SC,IND,Television,435,0,435,0.2,0.18,242992
Tamil Nadu,70,GINGEE,8 Sakthivel A,MALE,45,SC,TK,Matchbox,431,1,432,0.2,0.18,242992
Tamil Nadu,70,GINGEE,9 Prabakaran M,MALE,55,GENERAL,IND,Water melon,431,0,431,0.2,0.18,242992
Tamil Nadu,70,GINGEE,10 Rasanayagam N,MALE,55,GENERAL,tavk,Camera,415,5,420,0.19,0.17,242992
Tamil Nadu,70,GINGEE,11 Poyyathappan K,MALE,58,GENERAL,IND,Gramophone,411,0,411,0.19,0.17,242992
Tamil Nadu,70,GINGEE,12 Rangarajan E,MALE,45,SC,BSP,Elephant,379,2,381,0.18,0.16,242992
Tamil Nadu,70,GINGEE,13 Devendiran M,MALE,35,SC,IND,Tyres,319,0,319,0.15,0.13,242992
Tamil Nadu,70,GINGEE,14 Perumal N,MALE,56,GENERAL,AJPK,Gas cylinder,280,5,285,0.13,0.12,242992
