STATE/UT NAME,AC NO.,AC NAME,CANDIDATE NAME,GENDER,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,OVER VALID VOTES + NOTA,OVER TOTAL ELECTORS,TOTAL ELECTORS
Tamil Nadu,109,GUDALUR (SC),2 Pon.jayaseelan,MALE,53,SC,ADMK,Two leaves,42268,489,42757,28.27,23.05,185460
Tamil Nadu,109,GUDALUR (SC),3 Deepak Sai Kishore.a,MALE,47,SC,TVK,Whistle,34756,206,34962,23.12,18.85,185460
Tamil Nadu,109,GUDALUR (SC),4 Karthik.r,MALE,31,SC,NTK,Farmer Carrying Plough,6148,51,6199,4.1,3.34,185460
Tamil Nadu,109,GUDALUR (SC),6 Thilagaraj.n,MALE,45,SC,IND,Bat,442,1,443,0.29,0.24,185460
Tamil Nadu,109,GUDALUR (SC),7 Raj.s.k,MALE,58,SC,VTVTK,Pestle and mortar,417,2,419,0.28,0.23,185460
TURN OUT,,,,,,TOTAL:,,,149820,1421,151241,-,81.55,
Tamil Nadu,110,COONOOR,1 M. Raju,MALE,60,GENERAL,DMK,Rising sun,49583,887,50470,35.69,28.36,177978
Tamil Nadu,110,COONOOR,2 A. Ramu,MALE,62,GENERAL,ADMK,Two leaves,41684,687,42371,29.97,23.81,177978
Tamil Nadu,110,COONOOR,3 C. Thangaraju,MALE,58,GENERAL,TVK,Whistle,41844,381,42225,29.86,23.72,177978
Tamil Nadu,110,COONOOR,4 K. Deenu,FEMALE,37,GENERAL,NTK,Farmer Carrying Plough,4631,64,4695,3.32,2.64,177978
Tamil Nadu,110,COONOOR,6 C. Dinesh Kumar,MALE,34,SC,IND,Trumpet,570,3,573,0.41,0.32,177978
Tamil Nadu,110,COONOOR,7 D. Vidhyasagar,MALE,28,SC,IND,Gift pack,338,2,340,0.24,0.19,177978
TURN OUT,,,,,,TOTAL:,,,139349,2045,141394,-,79.44,
Tamil Nadu,111,METTUPPALAYAM,1 Sunilanand,MALE,53,GENERAL,TVK,Whistle,75392,272,75664,30.97,26.81,282235
Tamil Nadu,111,METTUPPALAYAM,2 Smt.kavitha Kalyanasundaram,FEMALE,47,GENERAL,DMK,Rising sun,67215,681,67896,27.79,24.06,282235
Tamil Nadu,111,METTUPPALAYAM,3 O.k.chinnaraj,MALE,72,GENERAL,ADMK,Two leaves,61151,585,61736,25.27,21.87,282235
Tamil Nadu,111,METTUPPALAYAM,4 T.r.shanmugasundaram,MALE,64,GENERAL,IND,Bucket,26535,221,26756,10.95,9.48,282235
Tamil Nadu,111,METTUPPALAYAM,5 S.gopalakrishnan,MALE,42,GENERAL,NTK,Farmer Carrying Plough,6450,58,6508,2.66,2.31,282235
Tamil Nadu,111,METTUPPALAYAM,7 V.senthil Kumar,MALE,51,GENERAL,IND,Diamond,610,2,612,0.25,0.22,282235
Tamil Nadu,111,METTUPPALAYAM,8 V.anandkumar,MALE,32,GENERAL,IND,Kettle,596,0,596,0.24,0.21,282235
Tamil Nadu,111,METTUPPALAYAM,9 R.chinnaraj,MALE,60,GENERAL,IND,Mike,585,1,586,0.24,0.21,282235
Tamil Nadu,111,METTUPPALAYAM,10 S.abdul Rahiman,MALE,57,GENERAL,VTVTK,Pestle and mortar,449,9,458,0.19,0.16,282235
Tamil Nadu,111,METTUPPALAYAM,"11 Sivaraj,r.",MALE,50,GENERAL,APTADMK,Jackfruit,385,2,387,0.16,0.14,282235
Tamil Nadu,111,METTUPPALAYAM,12 R.sangeetha,FEMALE,44,GENERAL,NADLMMKLK,Pen nib with seven rays,350,6,356,0.15,0.13,282235
Tamil Nadu,111,METTUPPALAYAM,"13 Dhamotharan,v.",MALE,33,GENERAL,AIPTMMK,Coconut farm,296,0,296,0.12,0.1,282235
Tamil Nadu,111,METTUPPALAYAM,14 S.kavitha,FEMALE,46,GENERAL,IND,Violin,261,2,263,0.11,0.09,282235
Tamil Nadu,111,METTUPPALAYAM,15 N.saravana Kumar,MALE,32,GENERAL,IND,Helmet,250,2,252,0.1,0.09,282235
Tamil Nadu,111,METTUPPALAYAM,16 A.sathiyaleela,FEMALE,67,GENERAL,IND,Brush,237,1,238,0.1,0.08,282235
Tamil Nadu,111,METTUPPALAYAM,17 C.mahendran,MALE,65,GENERAL,IND,Gramophone,189,1,190,0.08,0.07,282235
Tamil Nadu,111,METTUPPALAYAM,18 C.nagaraj,MALE,61,GENERAL,PFTROOBC,Laptop,157,4,161,0.07,0.06,282235
Tamil Nadu,111,METTUPPALAYAM,19 M.palanichami,MALE,57,GENERAL,IND,Computer,120,0,120,0.05,0.04,282235
Tamil Nadu,111,METTUPPALAYAM,20 T.amirthalingam,MALE,67,GENERAL,IND,Dish antenna,119,0,119,0.05,0.04,282235
Tamil Nadu,111,METTUPPALAYAM,"21 Rangasamy,p.",MALE,83,GENERAL,IND,Gas cylinder,96,3,99,0.04,0.04,282235
Tamil Nadu,111,METTUPPALAYAM,22 Manoharan,MALE,65,GENERAL,IND,Funnel,97,1,98,0.04,0.03,282235
Tamil Nadu,111,METTUPPALAYAM,23 P.ravichandran,MALE,41,GENERAL,IND,Ring,89,0,89,0.04,0.03,282235
TURN OUT,,,,,,TOTAL:,,,242460,1859,244319,-,86.57,
Tamil Nadu,112,AVANASHI (SC),1 Kamali.s,FEMALE,28,SC,TVK,Whistle,83730,479,84209,36.36,33.24,253372
Tamil Nadu,112,AVANASHI (SC),2 Dr. L. Murugan,MALE,48,SC,BJP,Lotus,68138,698,68836,29.72,27.17,253372
Tamil Nadu,112,AVANASHI (SC),3 Dr. Gokilamani.v,FEMALE,28,SC,DMK,Rising sun,64706,824,65530,28.29,25.86,253372
Tamil Nadu,112,AVANASHI (SC),4 Menaka. V,FEMALE,28,SC,NTK,Farmer Carrying Plough,7623,81,7704,3.33,3.04,253372
Tamil Nadu,112,AVANASHI (SC),6 Gokilamani. M,FEMALE,49,SC,IND,Diamond,650,2,652,0.28,0.26,253372
Tamil Nadu,112,AVANASHI (SC),7 Govindan.p,MALE,65,SC,BSP,Elephant,576,9,585,0.25,0.23,253372
Tamil Nadu,112,AVANASHI (SC),8 Dhanabal.r,MALE,45,SC,IND,Road roller,546,0,546,0.24,0.22,253372
Tamil Nadu,112,AVANASHI (SC),9 Arumugam.r,MALE,62,SC,GPI,Lady finger,498,3,501,0.22,0.2,253372
Tamil Nadu,112,AVANASHI (SC),10 Moorthi.r,MALE,32,SC,IND,Ring,311,2,313,0.14,0.12,253372
Tamil Nadu,112,AVANASHI (SC),11 Subramani.c.k,MALE,59,SC,IND,Balloon,261,3,264,0.11,0.1,253372
Tamil Nadu,112,AVANASHI (SC),12 Chinnasamy.v,MALE,45,SC,tavk,Camera,259,0,259,0.11,0.1,253372
Tamil Nadu,112,AVANASHI (SC),13 Anandhi.s,FEMALE,46,SC,IND,Tube light,231,4,235,0.1,0.09,253372
Tamil Nadu,112,AVANASHI (SC),14 Sathiyarasu. R,MALE,38,SC,IND,Bat,208,7,215,0.09,0.08,253372
Tamil Nadu,112,AVANASHI (SC),15 Arumugam. P,MALE,50,SC,IND,Gas cylinder,187,1,188,0.08,0.07,253372
TURN OUT,,,,,,TOTAL:,,,229463,2137,231600,-,91.41,
Tamil Nadu,113,TIRUPPUR (NORTH),1 V.sathyabama,FEMALE,54,GENERAL,TVK,Whistle,130901,500,131401,49.88,41.6,315863
Tamil Nadu,113,TIRUPPUR (NORTH),2 M.s.m.anandan,MALE,64,GENERAL,ADMK,Two leaves,61082,327,61409,23.31,19.44,315863
Tamil Nadu,113,TIRUPPUR (NORTH),3 M.ravi Alias M.subramanian,MALE,70,GENERAL,CPI,Ears of corn and sickle,53525,439,53964,20.48,17.08,315863
Tamil Nadu,113,TIRUPPUR (NORTH),4 R.abinaya,FEMALE,29,GENERAL,NTK,Farmer Carrying Plough,13095,62,13157,4.99,4.17,315863
Tamil Nadu,113,TIRUPPUR (NORTH),6 L.james Reynold,MALE,47,GENERAL,BSP,Elephant,378,2,380,0.14,0.12,315863
Tamil Nadu,113,TIRUPPUR (NORTH),7 T.krishnaswamy,MALE,65,GENERAL,APTADMK,Jackfruit,349,2,351,0.13,0.11,315863
Tamil Nadu,113,TIRUPPUR (NORTH),8 G.balakrishnan,MALE,43,GENERAL,IND,Helmet,247,0,247,0.09,0.08,315863
Tamil Nadu,113,TIRUPPUR (NORTH),9 K.venkadaswamy,MALE,68,GENERAL,IND,Coconut farm,216,2,218,0.08,0.07,315863
Tamil Nadu,113,TIRUPPUR (NORTH),10 Py.dhatchinamurthy,MALE,72,GENERAL,tavk,Camera,213,1,214,0.08,0.07,315863
Tamil Nadu,113,TIRUPPUR (NORTH),11 R.vishnumoorthy,MALE,46,GENERAL,IND,Water tank,198,0,198,0.08,0.06,315863
Tamil Nadu,113,TIRUPPUR (NORTH),12 P.ravi,MALE,55,GENERAL,IND,Ship,195,1,196,0.07,0.06,315863
Tamil Nadu,113,TIRUPPUR (NORTH),13 K.anand,MALE,45,GENERAL,IND,Lady finger,191,2,193,0.07,0.06,315863
Tamil Nadu,113,TIRUPPUR (NORTH),14 M.rangasamy,MALE,55,GENERAL,IND,Gas cylinder,179,0,179,0.07,0.06,315863
Tamil Nadu,113,TIRUPPUR (NORTH),15 Ganishkar,MALE,28,GENERAL,IND,Stethoscope,170,2,172,0.07,0.05,315863
Tamil Nadu,113,TIRUPPUR (NORTH),16 S.anandhakumar,MALE,44,GENERAL,IND,Electric pole,99,1,100,0.04,0.03,315863
TURN OUT,,,,,,TOTAL:,,,262103,1354,263457,-,83.41,
Tamil Nadu,114,TIRUPPUR (SOUTH),1 Balamurugan. S,MALE,49,GENERAL,TVK,Whistle,73472,321,73793,41.04,37.44,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),2 Dineshkumar. N,MALE,47,GENERAL,DMK,Rising sun,60392,500,60892,33.86,30.89,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),3 Thangaraj. S,MALE,47,GENERAL,BJP,Lotus,34399,218,34617,19.25,17.56,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),4 Dinesh. P.n,MALE,38,GENERAL,NTK,Farmer Carrying Plough,6918,38,6956,3.87,3.53,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),6 Kalimuthu. K,MALE,42,GENERAL,AIFB,Lion,625,1,626,0.35,0.32,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),7 Dineshkumar,MALE,33,GENERAL,IND,Diamond,235,0,235,0.13,0.12,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),8 Rangasamy. S,MALE,41,GENERAL,BSP,Elephant,231,3,234,0.13,0.12,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),9 Dineshkumar,MALE,34,GENERAL,IND,Boat with man and sail,202,1,203,0.11,0.1,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),10 Kesavamurthi. N,MALE,43,GENERAL,IND,Battery Torch,193,1,194,0.11,0.1,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),11 Malarvizhi. G,FEMALE,52,GENERAL,IDMK,Television,167,3,170,0.09,0.09,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),12 Mahalingam. V,MALE,59,GENERAL,IND,Belt,167,0,167,0.09,0.08,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),13 Vasanthamani. K,FEMALE,56,GENERAL,IND,Dustbin,141,1,142,0.08,0.07,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),14 Venkatachalam. G,MALE,63,GENERAL,IND,Pen nib with seven rays,138,1,139,0.08,0.07,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),15 Dhanabal. D,MALE,47,GENERAL,IND,Pressure cooker,131,1,132,0.07,0.07,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),16 Dineshkumar. V,MALE,28,GENERAL,IND,Mike,115,1,116,0.06,0.06,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),17 Vijayakumar. M,MALE,50,GENERAL,APTADMK,Jackfruit,78,3,81,0.05,0.04,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),18 John Basha. A,MALE,40,GENERAL,tavk,Camera,75,1,76,0.04,0.04,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),19 Rathinavel. M,MALE,51,GENERAL,IND,Ring,71,1,72,0.04,0.04,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),20 Amuthavel. P,MALE,44,GENERAL,IND,Truck,69,0,69,0.04,0.04,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),21 Venkadasamy. K,MALE,68,GENERAL,IND,Gas cylinder,60,0,60,0.03,0.03,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),22 Mohamed Mubarak Ali,MALE,42,GENERAL,GPI,Lady finger,60,0,60,0.03,0.03,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),23 Dr. Ramakrishnan. S,MALE,43,SC,IND,Ship,49,1,50,0.03,0.03,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),24 Karthikadevi. K,FEMALE,31,GENERAL,IND,Brief case,44,1,45,0.03,0.02,197104
Tamil Nadu,114,TIRUPPUR (SOUTH),25 Ramesh. S,MALE,48,GENERAL,IND,Matchbox,39,2,41,0.02,0.02,197104
TURN OUT,,,,,,TOTAL:,,,178707,1107,179814,-,91.23,
Tamil Nadu,115,PALLADAM,1 K.ramkumar,MALE,38,GENERAL,TVK,Whistle,120703,594,121297,40.3,36.77,329875
Tamil Nadu,115,PALLADAM,2 K.p.paramasivam,MALE,70,GENERAL,ADMK,Two leaves,82761,639,83400,27.71,25.28,329875
Tamil Nadu,115,PALLADAM,3 K.selvaraj,MALE,70,GENERAL,DMK,Rising sun,77804,821,78625,26.12,23.83,329875
Tamil Nadu,115,PALLADAM,4 K.v.thamiliniyan,MALE,28,GENERAL,NTK,Farmer Carrying Plough,13038,103,13141,4.37,3.98,329875
Tamil Nadu,115,PALLADAM,6 K.rathinasamy,MALE,51,SC,BSP,Elephant,574,4,578,0.19,0.18,329875
Tamil Nadu,115,PALLADAM,7 V.mohanraj,MALE,27,GENERAL,IND,Diamond,407,0,407,0.14,0.12,329875
Tamil Nadu,115,PALLADAM,8 A. Ramesh,MALE,42,GENERAL,IND,Coconut farm,362,2,364,0.12,0.11,329875
Tamil Nadu,115,PALLADAM,9 A.annadurai,MALE,53,GENERAL,IND,Gas cylinder,344,2,346,0.11,0.1,329875
Tamil Nadu,115,PALLADAM,10 S.dharmaraj,MALE,70,GENERAL,TMNK,Electric pole,326,1,327,0.11,0.1,329875
Tamil Nadu,115,PALLADAM,11 Annadurai.r,MALE,52,SC,IND,Battery Torch,284,1,285,0.09,0.09,329875
Tamil Nadu,115,PALLADAM,12 S.arumugam,MALE,42,GENERAL,IND,Road roller,274,0,274,0.09,0.08,329875
Tamil Nadu,115,PALLADAM,13 K.sakthivel,MALE,46,GENERAL,APTADMK,Jackfruit,180,4,184,0.06,0.06,329875
Tamil Nadu,115,PALLADAM,14 G.selvaraj,MALE,65,GENERAL,IND,Lady finger,162,1,163,0.05,0.05,329875
Tamil Nadu,115,PALLADAM,15 M. Selvaraj,MALE,51,GENERAL,IND,Fountain,123,0,123,0.04,0.04,329875
Tamil Nadu,115,PALLADAM,16 A.saravanan,MALE,52,GENERAL,IND,Bucket,79,4,83,0.03,0.03,329875
TURN OUT,,,,,,TOTAL:,,,298823,2191,301014,-,91.25,
Tamil Nadu,116,SULUR,1 Nm.sukumar,MALE,56,GENERAL,TVK,Whistle,90237,294,90531,33.1,29.42,307699
Tamil Nadu,116,SULUR,2 V.p.kandasamy,MALE,66,GENERAL,ADMK,Two leaves,85040,701,85741,31.34,27.87,307699
Tamil Nadu,116,SULUR,3 Thalapathy Murugesan,MALE,64,GENERAL,DMK,Rising sun,82794,860,83654,30.58,27.19,307699
Tamil Nadu,116,SULUR,4 Dr.s.rajasekaran,MALE,53,GENERAL,NTK,Farmer Carrying Plough,10067,80,10147,3.71,3.3,307699
Tamil Nadu,116,SULUR,6 Murugesh.r.,MALE,50,GENERAL,IND,Water melon,436,1,437,0.16,0.14,307699
Tamil Nadu,116,SULUR,7 Kanthasamy.k.,MALE,46,GENERAL,APTADMK,Jackfruit,282,1,283,0.1,0.09,307699
Tamil Nadu,116,SULUR,8 Kandasamy.r.,MALE,53,GENERAL,IND,Peas,268,3,271,0.1,0.09,307699
Tamil Nadu,116,SULUR,9 Pappa Muthulakshmi.p.,FEMALE,45,GENERAL,AIPTMMK,Coconut farm,211,5,216,0.08,0.07,307699
Tamil Nadu,116,SULUR,10 Suman Singh.r.,MALE,29,GENERAL,tavk,Camera,204,1,205,0.07,0.07,307699
Tamil Nadu,116,SULUR,11 Palanisamy.m.,MALE,68,GENERAL,PFTROOBC,Laptop,155,1,156,0.06,0.05,307699
Tamil Nadu,116,SULUR,12 Murugesan.n.,MALE,42,SC,IND,Bat,136,3,139,0.05,0.05,307699
Tamil Nadu,116,SULUR,13 Nagaraj.k.,MALE,61,SC,GPI,Lady finger,137,0,137,0.05,0.04,307699
Tamil Nadu,116,SULUR,14 Kandasamy.a.,MALE,58,GENERAL,IND,Tongs,107,2,109,0.04,0.04,307699
Tamil Nadu,116,SULUR,15 Kandasamy.v.,MALE,58,GENERAL,IND,Green chilli,89,1,90,0.03,0.03,307699
Tamil Nadu,116,SULUR,16 Nelson.w.,MALE,63,GENERAL,TMNK,Electric pole,74,1,75,0.03,0.02,307699
TURN OUT,,,,,,TOTAL:,,,271582,1962,273544,-,88.9,
Tamil Nadu,117,KAVUNDAMPALAYAM,1 Kanimozhi Santhosh,FEMALE,37,GENERAL,TVK,Whistle,145888,578,146466,40.24,34.69,422240
Tamil Nadu,117,KAVUNDAMPALAYAM,2 Arunkumar Prg,MALE,64,GENERAL,ADMK,Two leaves,103189,1137,104326,28.66,24.71,422240
Tamil Nadu,117,KAVUNDAMPALAYAM,3 Surya Prakash K.p,MALE,29,GENERAL,INC,Hand,89683,1043,90726,24.93,21.49,422240
Tamil Nadu,117,KAVUNDAMPALAYAM,4 Kalamani Jaganathan,FEMALE,38,GENERAL,NTK,Farmer Carrying Plough,16699,135,16834,4.62,3.99,422240
Tamil Nadu,117,KAVUNDAMPALAYAM,6 Kanimozhi.k,FEMALE,37,GENERAL,IND,Road roller,552,15,567,0.16,0.13,422240
Tamil Nadu,117,KAVUNDAMPALAYAM,7 K.velmurugan,MALE,62,GENERAL,BSP,Elephant,515,9,524,0.14,0.12,422240
Tamil Nadu,117,KAVUNDAMPALAYAM,8 Thozhar.n.arunkumar,MALE,40,GENERAL,tavk,Camera,419,5,424,0.12,0.1,422240
Tamil Nadu,117,KAVUNDAMPALAYAM,9 S.thamarai Kannan,MALE,42,GENERAL,PFTROOBC,Laptop,353,3,356,0.1,0.08,422240
Tamil Nadu,117,KAVUNDAMPALAYAM,10 A.balamurugan,MALE,40,GENERAL,IND,Diamond,333,7,340,0.09,0.08,422240
Tamil Nadu,117,KAVUNDAMPALAYAM,11 M.rajalingam,MALE,43,GENERAL,IND,Air conditioner,336,2,338,0.09,0.08,422240
Tamil Nadu,117,KAVUNDAMPALAYAM,12 Malliga.m,FEMALE,44,GENERAL,AIPTMMK,Coconut farm,312,2,314,0.09,0.07,422240
Tamil Nadu,117,KAVUNDAMPALAYAM,13 M.john Bosco,MALE,54,GENERAL,IND,Balloon,305,1,306,0.08,0.07,422240
Tamil Nadu,117,KAVUNDAMPALAYAM,14 Suriyakumar.k,MALE,37,GENERAL,IND,Ring,232,3,235,0.06,0.06,422240
Tamil Nadu,117,KAVUNDAMPALAYAM,15 V.pushpanantham,MALE,57,GENERAL,MMKA,Gas cylinder,119,0,119,0.03,0.03,422240
TURN OUT,,,,,,TOTAL:,,,361027,2964,363991,-,86.2,
Tamil Nadu,118,COIMBATORE (NORTH),1 V. Sampathkumar,MALE,47,GENERAL,TVK,Whistle,92136,364,92500,40.91,31.15,296994
Tamil Nadu,118,COIMBATORE (NORTH),2 Durai. Senthamil Selvan B.e,MALE,38,GENERAL,DMK,Rising sun,69739,769,70508,31.18,23.74,296994
Tamil Nadu,118,COIMBATORE (NORTH),3 Vanathi Srinivasan,FEMALE,55,GENERAL,BJP,Lotus,49112,610,49722,21.99,16.74,296994
Tamil Nadu,118,COIMBATORE (NORTH),4 Narmadha. G.,FEMALE,44,GENERAL,NTK,Farmer Carrying Plough,8990,46,9036,4,3.04,296994
Tamil Nadu,118,COIMBATORE (NORTH),6 P. Krishnasamy,MALE,59,SC,BSP,Elephant,379,4,383,0.17,0.13,296994
Tamil Nadu,118,COIMBATORE (NORTH),7 A.k. Senthamizh Selvan,MALE,42,GENERAL,IND,Trumpet,350,1,351,0.16,0.12,296994
Tamil Nadu,118,COIMBATORE (NORTH),8 K. Udhayakumar,MALE,56,GENERAL,TPMK,Drill machine,326,1,327,0.14,0.11,296994
Tamil Nadu,118,COIMBATORE (NORTH),9 R. Sampath Kumar,MALE,40,GENERAL,IND,CCTV Camera,309,1,310,0.14,0.1,296994
Tamil Nadu,118,COIMBATORE (NORTH),10 Balu. P.m.,MALE,41,GENERAL,IND,Diamond,275,1,276,0.12,0.09,296994
Tamil Nadu,118,COIMBATORE (NORTH),11 Palanikumar. V.,MALE,40,GENERAL,IND,Sitar,152,0,152,0.07,0.05,296994
Tamil Nadu,118,COIMBATORE (NORTH),12 S. Sampathkumar,MALE,57,GENERAL,IND,Telephone,133,1,134,0.06,0.05,296994
Tamil Nadu,118,COIMBATORE (NORTH),13 P. Saravanan,MALE,40,GENERAL,IND,Stool,120,1,121,0.05,0.04,296994
Tamil Nadu,118,COIMBATORE (NORTH),14 S. Senthilkumar,MALE,49,SC,SMKNK,Walking stick,120,1,121,0.05,0.04,296994
Tamil Nadu,118,COIMBATORE (NORTH),15 V. Krishnan,MALE,55,GENERAL,IND,Lady finger,115,3,118,0.05,0.04,296994
Tamil Nadu,118,COIMBATORE (NORTH),16 K. Raghul Gandhi,MALE,37,GENERAL,AIPTMMK,Coconut farm,112,0,112,0.05,0.04,296994
Tamil Nadu,118,COIMBATORE (NORTH),17 G.d. Krishnakumar,MALE,49,GENERAL,IND,Plate containing food,104,0,104,0.05,0.04,296994
Tamil Nadu,118,COIMBATORE (NORTH),18 Rajasekaran. B.,MALE,47,GENERAL,tavk,Camera,93,3,96,0.04,0.03,296994
Tamil Nadu,118,COIMBATORE (NORTH),19 Ravi. V,MALE,63,GENERAL,IND,Binoculars,95,0,95,0.04,0.03,296994
Tamil Nadu,118,COIMBATORE (NORTH),20 R. Manian,MALE,51,GENERAL,IND,Violin,89,0,89,0.04,0.03,296994
Tamil Nadu,118,COIMBATORE (NORTH),21 S. Dhana Raj,MALE,43,GENERAL,IND,Refrigerator,86,1,87,0.04,0.03,296994
Tamil Nadu,118,COIMBATORE (NORTH),22 S. Meenakshi Sundaram,MALE,39,GENERAL,MMKA,Gas cylinder,75,0,75,0.03,0.03,296994
Tamil Nadu,118,COIMBATORE (NORTH),23 K. Sampath Kumar,MALE,53,GENERAL,IND,Bangles,71,0,71,0.03,0.02,296994
Tamil Nadu,118,COIMBATORE (NORTH),24 V. Lingaraja,MALE,39,GENERAL,IND,Road roller,65,0,65,0.03,0.02,296994
Tamil Nadu,118,COIMBATORE (NORTH),25 R. Sethuragunathan,MALE,53,GENERAL,IND,Flute,59,1,60,0.03,0.02,296994
Tamil Nadu,118,COIMBATORE (NORTH),26 A. Marimuthu,MALE,45,GENERAL,IND,Batsman,54,0,54,0.02,0.02,296994
Tamil Nadu,118,COIMBATORE (NORTH),27 R. Sathish Kumar,MALE,47,GENERAL,IND,Harmonium,54,0,54,0.02,0.02,296994
Tamil Nadu,118,COIMBATORE (NORTH),28 G. Rajkumar,MALE,63,GENERAL,IND,Football player,41,1,42,0.02,0.01,296994
Tamil Nadu,118,COIMBATORE (NORTH),29 A. Ramesh,MALE,48,GENERAL,IND,Chappals,26,0,26,0.01,0.01,296994
TURN OUT,,,,,,TOTAL:,,,224278,1831,226109,-,76.13,
Tamil Nadu,119,THONDAMUTHUR,1 S.p.velumani,MALE,56,GENERAL,ADMK,Two leaves,92372,944,93316,36.09,31.81,293379
Tamil Nadu,119,THONDAMUTHUR,2 Sathish Raju (alias) K.p.r. Sathish,MALE,44,GENERAL,TVK,Whistle,78365,226,78591,30.4,26.79,293379
Tamil Nadu,119,THONDAMUTHUR,3 N.r.karthikeyan,MALE,57,GENERAL,DMK,Rising sun,75335,582,75917,29.36,25.88,293379
Tamil Nadu,119,THONDAMUTHUR,4 Rajabu Nisha.z,FEMALE,25,GENERAL,NTK,Farmer Carrying Plough,6931,45,6976,2.7,2.38,293379
Tamil Nadu,119,THONDAMUTHUR,6 Rafeeq.a.m.,MALE,56,GENERAL,IND,Helmet,317,0,317,0.12,0.11,293379
Tamil Nadu,119,THONDAMUTHUR,7 Balamani.v,FEMALE,40,GENERAL,IND,Diesel pump,304,0,304,0.12,0.1,293379
Tamil Nadu,119,THONDAMUTHUR,8 Nirmalkumar.r,MALE,28,GENERAL,IND,Cot,258,0,258,0.1,0.09,293379
Tamil Nadu,119,THONDAMUTHUR,9 Karthikeyan.r-pooluvapatti,MALE,49,GENERAL,IND,Pen nib with seven rays,234,7,241,0.09,0.08,293379
Tamil Nadu,119,THONDAMUTHUR,10 Shajahan.s,MALE,47,GENERAL,tavk,Camera,214,1,215,0.08,0.07,293379
Tamil Nadu,119,THONDAMUTHUR,11 Deepa.g.s,FEMALE,48,GENERAL,IND,Gift pack,194,1,195,0.08,0.07,293379
Tamil Nadu,119,THONDAMUTHUR,12 Sivaraman.c,MALE,43,GENERAL,IND,Diamond,185,0,185,0.07,0.06,293379
Tamil Nadu,119,THONDAMUTHUR,13 Vijaya.k,FEMALE,39,SC,IND,Battery Torch,183,0,183,0.07,0.06,293379
Tamil Nadu,119,THONDAMUTHUR,14 Manokaran.k,MALE,49,GENERAL,IND,Wheel barrow,142,0,142,0.05,0.05,293379
Tamil Nadu,119,THONDAMUTHUR,15 Kalaivani.s,FEMALE,33,GENERAL,IND,CCTV Camera,123,2,125,0.05,0.04,293379
Tamil Nadu,119,THONDAMUTHUR,16 Karthikeyan.r-thondamuthur,MALE,44,GENERAL,IND,Tooth brush,105,3,108,0.04,0.04,293379
Tamil Nadu,119,THONDAMUTHUR,17 Arulkumar.p,MALE,33,GENERAL,IND,Air conditioner,99,5,104,0.04,0.04,293379
Tamil Nadu,119,THONDAMUTHUR,18 Devadass.k,MALE,58,GENERAL,IND,Coconut farm,98,1,99,0.04,0.03,293379
Tamil Nadu,119,THONDAMUTHUR,19 Karthikeyan.m,MALE,30,GENERAL,IND,Bat,90,0,90,0.03,0.03,293379
Tamil Nadu,119,THONDAMUTHUR,20 Kowsalya.v,FEMALE,27,GENERAL,IND,Ship,75,2,77,0.03,0.03,293379
Tamil Nadu,119,THONDAMUTHUR,21 Karthikeyan.r,MALE,48,GENERAL,IND,Gas cylinder,54,0,54,0.02,0.02,293379
Tamil Nadu,119,THONDAMUTHUR,22 Viswanathan.m,MALE,42,GENERAL,IND,Ring,51,1,52,0.02,0.02,293379
TURN OUT,,,,,,TOTAL:,,,256723,1826,258549,-,88.13,
Tamil Nadu,120,COIMBATORE (SOUTH),1 V Senthilbalaji,MALE,50,GENERAL,DMK,Rising sun,59167,557,59724,38.16,31.61,188912
Tamil Nadu,120,COIMBATORE (SOUTH),2 V. Senthilkumar,MALE,42,GENERAL,TVK,Whistle,57176,277,57453,36.71,30.41,188912
Tamil Nadu,120,COIMBATORE (SOUTH),3 Amman K.arjunan,MALE,68,GENERAL,ADMK,Two leaves,31236,453,31689,20.25,16.77,188912
Tamil Nadu,120,COIMBATORE (SOUTH),4 Perarivalan. V,MALE,25,GENERAL,NTK,Farmer Carrying Plough,5017,45,5062,3.23,2.68,188912
